Data,Epochs,Lr,Batch Size,Optimizer,Validation,Model,Kernel size,Data Aug
Cifar-100,40,0.01,128,SGD,0.5,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,128,SGD,0.5,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,128,SGD,0.5,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.2,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.2,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.2,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.2,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.2,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.2,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.2,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.2,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.2,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.2,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.2,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.2,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.2,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.3,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.3,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.3,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.3,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.3,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.3,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.3,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.3,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.3,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.3,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.3,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.3,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.3,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.4,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.4,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.4,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.4,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.4,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.4,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.4,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.4,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.4,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.4,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.4,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.4,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.4,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.5,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.5,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.5,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.5,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.5,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.5,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.5,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.5,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.5,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.5,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,RMSprop,0.5,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,RMSprop,0.5,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,RMSprop,0.5,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.2,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.2,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.2,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.2,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.2,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.2,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.2,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.2,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.2,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.2,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.2,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.2,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.2,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.2,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.2,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.2,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.2,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.2,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.2,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.2,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.2,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.2,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.2,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.2,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.3,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.3,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.3,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.3,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.3,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.3,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.3,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.3,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.3,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.3,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.3,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.3,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.3,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.3,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.3,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.3,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.3,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.3,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.3,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.3,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.3,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.3,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.3,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.3,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.4,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.4,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.4,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.4,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.4,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.4,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.4,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.4,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.4,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.4,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.4,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.4,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.4,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.4,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.4,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.4,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.4,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.4,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.4,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.4,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.4,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.4,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.4,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.4,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.5,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.5,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.5,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.5,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.5,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.5,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.5,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.5,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.5,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.5,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.5,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.5,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.5,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.5,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.5,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.5,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.5,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.5,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.5,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.5,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,Adam,0.5,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,Adam,0.5,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,Adam,0.5,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,Adam,0.5,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.2,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.2,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.2,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.2,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.2,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.2,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.2,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.2,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.2,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.2,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.2,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.2,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.2,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.2,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.2,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.2,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.2,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.2,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.2,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.2,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.2,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.2,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.2,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.2,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.3,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.3,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.3,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.3,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.3,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.3,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.3,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.3,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.3,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.3,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.3,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.3,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.3,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.3,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.3,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.3,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.3,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.3,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.3,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.3,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.3,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.3,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.3,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.3,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.4,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.4,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.4,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.4,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.4,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.4,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.4,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.4,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.4,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.4,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.4,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.4,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.4,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.4,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.4,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.4,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.4,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.4,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.4,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.4,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.4,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.4,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.4,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.4,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.5,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.5,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.5,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.5,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.5,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.5,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.5,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.5,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.5,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.5,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.5,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.5,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.5,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.5,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.5,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.5,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.5,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.5,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.5,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.5,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,256,SGD,0.5,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,256,SGD,0.5,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,256,SGD,0.5,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,256,SGD,0.5,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.2,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.2,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.2,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.2,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.2,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.2,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.2,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.2,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.2,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.2,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.2,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,TL - ViT,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.2,TL - ViT,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.2,TL - ViT,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.3,SImple CNN,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,SImple CNN,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.3,SImple CNN,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,SImple CNN,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.3,Complex CNN,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,Complex CNN,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.3,Complex CNN,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,Complex CNN,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.3,CNN with BN,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,CNN with BN,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.3,CNN with BN,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,CNN with BN,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.3,TL - EB0,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,TL - EB0,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.3,TL - EB0,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,TL - EB0,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.3,TL - SAM,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,TL - SAM,"(3, 3)",N
Cifar-100,40,0.01,512,RMSprop,0.3,TL - SAM,"(5, 5)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,TL - SAM,"(5, 5)",N
Cifar-100,40,0.01,512,RMSprop,0.3,TL - ViT,"(3, 3)",Y
Cifar-100,40,0.01,512,RMSprop,0.3,TL - ViT,"(3, 3)",N
